@relation 'TrainingData_g2-12-weka.filters.unsupervised.attribute.Remove-V-R2,14,20,53'

@attribute PIR_livingroom {off,on}
@attribute audio_livingroom {off,on}
@attribute current_vacuumCleaner_livingroom {off,standby,on}
@attribute class {OtherActivity,g2-12}

@data
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,off,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
off,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,on,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
on,off,off,OtherActivity
